loan_id,account_id,date,amount,duration,payments,strunning contract  OK ontrarunning contract  OK t finisherunning contract client in debt no pronlemtus
6336,6555,940331,212400,36,5900,running contract  OK ontrarunning contract  OK t finisherunning contract client in debt no pronlem
7055,10079,940406,167100,60,2785,running contract  OK 
6103,5385,940407,149340,60,2489,running contract  OK 
6202,5891,940418,65184,12,5432,running contract  OK ontrarunning contract  OK t finisherunning contract client in debt no pronlem
7066,10131,940502,215388,36,5983,running contract  OK ontrarunning contract  OK t finisherunning contract client in debt loan not payerunning contract client in debt
6696,8321,940509,89040,60,1484,running contract  OK 
6072,5256,940510,193968,36,5388,running contract  OK ontrarunning contract  OK t finisherunning contract client in debt no pronlem
5130,813,940511,24312,12,2026,running contract  OK ontrarunning contract  OK t finisherunning contract client in debt no pronlem
5568,2933,940517,272520,60,4542,running contract  OK 
6678,8173,940520,80340,12,6695,running contract  OK ontrarunning contract  OK t finisherunning contract client in debt no pronlem
6998,9833,940521,97632,12,8136,running contract  OK ontrarunning contract  OK t finisherunning contract client in debt no pronlem
6580,7769,940522,196080,48,4085,running contract  OK ontrarunning contract  OK t finisherunning contract client in debt no pronlem
6316,6473,940526,76908,12,6409,running contract  OK ontrarunning contract  OK t finisherunning contract client in debt loan not payerunning contract client in debt
6512,7454,940526,63312,48,1319,running contract  OK ontrarunning contract  OK t finisherunning contract client in debt no pronlem
6407,6930,940526,25944,24,1081,running contract  OK ontrarunning contract  OK t finisherunning contract client in debt no pronlem
5002,173,940531,104808,12,8734,running contract  OK ontrarunning contract  OK t finisherunning contract client in debt no pronlem
6647,8051,940601,208320,48,4340,running contract  OK ontrarunning contract  OK t finisherunning contract client in debt no pronlem
7137,10439,940603,151560,24,6315,running contract  OK ontrarunning contract  OK t finisherunning contract client in debt no pronlem
6903,9337,940604,52128,24,2172,running contract  OK ontrarunning contract  OK t finisherunning contract client in debt no pronlem
5918,4576,940604,300204,36,8339,running contract  OK ontrarunning contract  OK t finisherunning contract client in debt no pronlem
6642,8027,940605,77640,12,6470,running contract  OK ontrarunning contract  OK t finisherunning contract client in debt no pronlem
6210,5927,940606,87216,48,1817,running contract  OK ontrarunning contract  OK t finisherunning contract client in debt loan not payerunning contract client in debt
6279,6273,940607,87360,24,3640,running contract  OK ontrarunning contract  OK t finisherunning contract client in debt no pronlem
7249,11065,940612,69360,48,1445,running contract  OK ontrarunning contract  OK t finisherunning contract client in debt no pronlem
6736,8558,940614,288360,60,4806,running contract  OK 
6112,5442,940617,174744,24,7281,running contract  OK ontrarunning contract  OK t finisherunning contract client in debt loan not payerunning contract client in debt
5319,1811,940623,239460,60,3991,running contract  OK 
6596,7844,940625,91584,24,3816,running contract  OK ontrarunning contract  OK t finisherunning contract client in debt no pronlem
5837,4260,940629,244560,60,4076,running contract  OK 
5657,3354,940705,4980,12,415,running contract  OK ontrarunning contract  OK t finisherunning contract client in debt no pronlem
5533,2762,940705,111384,24,4641,running contract  OK ontrarunning contract  OK t finisherunning contract client in debt no pronlem
6232,6051,940708,276660,36,7685,running contract  OK ontrarunning contract  OK t finisherunning contract client in debt loan not payerunning contract client in debt
6888,9265,940711,39576,12,3298,running contract  OK ontrarunning contract  OK t finisherunning contract client in debt no pronlem
6066,5228,940711,173808,24,7242,running contract  OK ontrarunning contract  OK t finisherunning contract client in debt no pronlem
5549,2824,940716,50460,60,841,running contract  OK 
5060,426,940719,252060,60,4201,running contract client in debt
6004,4937,940723,143904,24,5996,running contract  OK ontrarunning contract  OK t finisherunning contract client in debt no pronlem
5126,790,940724,208128,48,4336,running contract  OK ontrarunning contract  OK t finisherunning contract client in debt loan not payerunning contract client in debt
7220,10911,940728,131292,36,3647,running contract  OK ontrarunning contract  OK t finisherunning contract client in debt no pronlem
6668,8129,940730,74736,36,2076,running contract  OK ontrarunning contract  OK t finisherunning contract client in debt no pronlem
5395,2176,940730,299088,36,8308,running contract  OK ontrarunning contract  OK t finisherunning contract client in debt loan not payerunning contract client in debt
6836,9093,940803,189300,60,3155,running contract  OK 
6064,5215,940804,14628,12,1219,running contract  OK ontrarunning contract  OK t finisherunning contract client in debt no pronlem
6919,9403,940805,120888,36,3358,running contract  OK ontrarunning contract  OK t finisherunning contract client in debt no pronlem
6841,9104,940807,172080,48,3585,running contract  OK ontrarunning contract  OK t finisherunning contract client in debt no pronlem
6038,5120,940810,323472,48,6739,running contract  OK ontrarunning contract  OK t finisherunning contract client in debt no pronlem
6729,8519,940811,74688,12,6224,running contract  OK ontrarunning contract  OK t finisherunning contract client in debt no pronlem
7198,10788,940823,45768,12,3814,running contract  OK ontrarunning contract  OK t finisherunning contract client in debt no pronlem
6686,8260,940825,224604,36,6239,running contract  OK ontrarunning contract  OK t finisherunning contract client in debt no pronlem
5836,4259,940827,79632,24,3318,running contract  OK ontrarunning contract  OK t finisherunning contract client in debt no pronlem
7061,10105,940827,121896,24,5079,running contract  OK ontrarunning contract  OK t finisherunning contract client in debt no pronlem
5595,3050,940902,82896,12,6908,running contract  OK ontrarunning contract  OK t finisherunning contract client in debt no pronlem
5723,3674,940910,23628,12,1969,running contract  OK ontrarunning contract  OK t finisherunning contract client in debt no pronlem
6120,5481,940911,209184,48,4358,running contract  OK ontrarunning contract  OK t finisherunning contract client in debt no pronlem
6895,9307,940919,41904,12,3492,running contract  OK ontrarunning contract  OK t finisherunning contract client in debt no pronlem
5882,4427,940926,87816,12,7318,running contract  OK ontrarunning contract  OK t finisherunning contract client in debt no pronlem
5754,3834,940928,23052,12,1921,running contract  OK ontrarunning contract  OK t finisherunning contract client in debt no pronlem
6594,7824,940928,189696,24,7904,running contract  OK ontrarunning contract  OK t finisherunning contract client in debt loan not payerunning contract client in debt
6738,8566,940929,230220,36,6395,running contract  OK ontrarunning contract  OK t finisherunning contract client in debt loan not payerunning contract client in debt
6624,7965,940930,71460,12,5955,running contract  OK ontrarunning contract  OK t finisherunning contract client in debt no pronlem
6216,5952,940930,141240,24,5885,running contract  OK ontrarunning contract  OK t finisherunning contract client in debt no pronlem
6229,6040,941002,11736,24,489,running contract  OK ontrarunning contract  OK t finisherunning contract client in debt no pronlem
5887,4448,941003,192744,36,5354,running contract  OK ontrarunning contract  OK t finisherunning contract client in debt no pronlem
6808,8982,941012,227880,36,6330,running contract  OK ontrarunning contract  OK t finisherunning contract client in debt no pronlem
6297,6363,941025,17508,12,1459,running contract  OK ontrarunning contract  OK t finisherunning contract client in debt no pronlem
5161,1012,941028,98184,24,4091,running contract  OK ontrarunning contract  OK t finisherunning contract client in debt no pronlem
5390,2167,941030,170256,24,7094,running contract  OK ontrarunning contract  OK t finisherunning contract client in debt no pronlem
6150,5622,941102,83016,12,6918,running contract  OK ontrarunning contract  OK t finisherunning contract client in debt no pronlem
6223,5991,941103,61056,48,1272,running contract  OK ontrarunning contract  OK t finisherunning contract client in debt no pronlem
5032,290,941103,123696,48,2577,running contract  OK ontrarunning contract  OK t finisherunning contract client in debt no pronlem
6253,6148,941104,59760,24,2490,running contract  OK ontrarunning contract  OK t finisherunning contract client in debt no pronlem
6460,7133,941106,48672,36,1352,running contract  OK ontrarunning contract  OK t finisherunning contract client in debt no pronlem
6645,8041,941106,140400,36,3900,running contract  OK ontrarunning contract  OK t finisherunning contract client in debt no pronlem
5176,1106,941112,192552,24,8023,running contract  OK ontrarunning contract  OK t finisherunning contract client in debt loan not payerunning contract client in debt
5269,1527,941119,164052,36,4557,running contract  OK ontrarunning contract  OK t finisherunning contract client in debt loan not payerunning contract client in debt
5351,1978,941204,205200,36,5700,running contract  OK ontrarunning contract  OK t finisherunning contract client in debt no pronlem
5861,4337,941208,51408,24,2142,running contract  OK ontrarunning contract  OK t finisherunning contract client in debt no pronlem
5450,2345,941211,199680,60,3328,running contract  OK 
7142,10451,941219,482940,60,8049,running contract client in debt
6306,6425,941220,36684,12,3057,running contract  OK ontrarunning contract  OK t finisherunning contract client in debt no pronlem
6272,6226,941220,398640,60,6644,running contract  OK 
5044,344,941221,100980,60,1683,running contract  OK 
5576,2962,941221,31248,12,2604,running contract  OK ontrarunning contract  OK t finisherunning contract client in debt no pronlem
7192,10738,941221,115992,36,3222,running contract  OK ontrarunning contract  OK t finisherunning contract client in debt no pronlem
5739,3747,950102,76380,12,6365,running contract  OK ontrarunning contract  OK t finisherunning contract client in debt no pronlem
6526,7523,950103,288468,36,8013,running contract  OK ontrarunning contract  OK t finisherunning contract client in debt no pronlem
5624,3166,950103,177744,48,3703,running contract client in debt
6244,6118,950108,270648,36,7518,running contract  OK ontrarunning contract  OK t finisherunning contract client in debt loan not payerunning contract client in debt
5131,816,950108,48624,24,2026,running contract  OK ontrarunning contract  OK t finisherunning contract client in debt no pronlem
6960,9640,950111,76416,24,3184,running contract  OK ontrarunning contract  OK t finisherunning contract client in debt no pronlem
6358,6715,950114,137880,60,2298,running contract client in debt
5418,2245,950116,347952,48,7249,running contract  OK 
6598,7857,950118,68112,12,5676,running contract  OK ontrarunning contract  OK t finisherunning contract client in debt no pronlem
5464,2419,950130,95808,12,7984,running contract  OK ontrarunning contract  OK t finisherunning contract client in debt no pronlem
6591,7819,950202,20832,48,434,running contract  OK 
5724,3678,950205,316140,60,5269,running contract client in debt
6315,6472,950206,43164,12,3597,running contract  OK ontrarunning contract  OK t finisherunning contract client in debt no pronlem
5876,4413,950208,221280,48,4610,running contract  OK 
6986,9750,950211,151728,48,3161,running contract client in debt
6294,6353,950212,79920,60,1332,running contract  OK 
5132,817,950217,538500,60,8975,running contract  OK 
5877,4414,950223,97224,24,4051,running contract  OK ontrarunning contract  OK t finisherunning contract client in debt no pronlem
6227,6030,950304,28248,24,1177,running contract  OK ontrarunning contract  OK t finisherunning contract client in debt no pronlem
7241,11021,950304,168984,24,7041,running contract  OK ontrarunning contract  OK t finisherunning contract client in debt loan not payerunning contract client in debt
6737,8564,950311,76680,24,3195,running contract  OK ontrarunning contract  OK t finisherunning contract client in debt no pronlem
7004,9869,950315,331560,60,5526,running contract  OK 
6169,5700,950316,103680,60,1728,running contract client in debt
5208,1247,950316,99696,48,2077,running contract client in debt
6694,8316,950319,134784,24,5616,running contract  OK ontrarunning contract  OK t finisherunning contract client in debt no pronlem
5599,3064,950321,15420,12,1285,running contract  OK ontrarunning contract  OK t finisherunning contract client in debt no pronlem
6546,7607,950327,31728,24,1322,running contract  OK ontrarunning contract  OK t finisherunning contract client in debt no pronlem
5414,2228,950329,185952,48,3874,running contract  OK 
5453,2361,950401,156672,36,4352,running contract  OK ontrarunning contract  OK t finisherunning contract client in debt no pronlem
5740,3752,950402,18564,12,1547,running contract  OK ontrarunning contract  OK t finisherunning contract client in debt no pronlem
5804,4079,950405,158976,48,3312,running contract  OK 
6745,8625,950410,47304,24,1971,running contract  OK ontrarunning contract  OK t finisherunning contract client in debt no pronlem
6950,9591,950411,104712,24,4363,running contract  OK ontrarunning contract  OK t finisherunning contract client in debt no pronlem
6996,9828,950413,126600,24,5275,running contract  OK ontrarunning contract  OK t finisherunning contract client in debt no pronlem
5352,1993,950415,68400,12,5700,running contract  OK ontrarunning contract  OK t finisherunning contract client in debt loan not payerunning contract client in debt
6151,5628,950425,225420,60,3757,running contract  OK 
5310,1762,950428,248148,36,6893,running contract  OK ontrarunning contract  OK t finisherunning contract client in debt no pronlem
5045,347,950501,187224,24,7801,running contract  OK ontrarunning contract  OK t finisherunning contract client in debt loan not payerunning contract client in debt
6929,9472,950508,36396,12,3033,running contract  OK ontrarunning contract  OK t finisherunning contract client in debt no pronlem
5151,960,950524,189060,60,3151,running contract  OK 
5212,1256,950529,71064,36,1974,running contract  OK ontrarunning contract  OK t finisherunning contract client in debt no pronlem
5138,854,950530,87216,48,1817,running contract  OK 
5713,3629,950530,158760,60,2646,running contract  OK 
6704,8377,950601,417060,60,6951,running contract  OK 
6474,7190,950606,63360,60,1056,running contract  OK 
6676,8159,950613,29784,24,1241,running contract  OK ontrarunning contract  OK t finisherunning contract client in debt no pronlem
6965,9656,950613,139536,24,5814,running contract  OK ontrarunning contract  OK t finisherunning contract client in debt no pronlem
6725,8489,950623,265320,36,7370,running contract  OK ontrarunning contract  OK t finisherunning contract client in debt no pronlem
7166,10630,950624,198240,24,8260,running contract  OK ontrarunning contract  OK t finisherunning contract client in debt no pronlem
7138,10440,950703,60000,60,1000,running contract  OK 
5970,4774,950709,465072,48,9689,running contract  OK 
6157,5650,950710,98592,24,4108,running contract  OK ontrarunning contract  OK t finisherunning contract client in debt no pronlem
6153,5632,950725,285600,60,4760,running contract  OK 
5693,3489,950801,44088,24,1837,running contract  OK ontrarunning contract  OK t finisherunning contract client in debt no pronlem
5922,4580,950805,20220,12,1685,running contract  OK ontrarunning contract  OK t finisherunning contract client in debt no pronlem
5959,4727,950811,107640,24,4485,running contract  OK ontrarunning contract  OK t finisherunning contract client in debt no pronlem
5980,4825,950818,21396,12,1783,running contract  OK ontrarunning contract  OK t finisherunning contract client in debt no pronlem
6764,8776,950826,33984,48,708,running contract  OK 
5237,1375,950829,45336,24,1889,running contract  OK ontrarunning contract  OK t finisherunning contract client in debt no pronlem
6726,8492,950903,85860,60,1431,running contract  OK 
6933,9493,950909,188688,48,3931,running contract  OK 
5145,915,950916,309552,48,6449,running contract  OK 
7008,9897,950922,36168,12,3014,running contract  OK ontrarunning contract  OK t finisherunning contract client in debt no pronlem
7227,10942,951002,314520,60,5242,running contract  OK 
6600,7861,951008,21852,36,607,running contract  OK ontrarunning contract  OK t finisherunning contract client in debt no pronlem
6712,8405,951014,266220,60,4437,running contract  OK 
7057,10093,951020,231696,36,6436,running contract  OK ontrarunning contract  OK t finisherunning contract client in debt no pronlem
7176,10663,951028,260028,36,7223,running contract  OK ontrarunning contract  OK t finisherunning contract client in debt no pronlem
7304,11349,951029,419880,60,6998,running contract  OK 
6362,6738,951031,37908,12,3159,running contract  OK ontrarunning contract  OK t finisherunning contract client in debt no pronlem
5880,4423,951031,73836,36,2051,running contract  OK ontrarunning contract  OK t finisherunning contract client in debt no pronlem
6535,7546,951102,41952,12,3496,running contract  OK ontrarunning contract  OK t finisherunning contract client in debt no pronlem
5449,2343,951104,99336,24,4139,running contract  OK ontrarunning contract  OK t finisherunning contract client in debt no pronlem
6342,6609,951112,60156,36,1671,running contract  OK ontrarunning contract  OK t finisherunning contract client in debt loan not payerunning contract client in debt
5409,2218,951118,182040,60,3034,running contract  OK 
6955,9627,951122,244368,48,5091,running contract  OK 
6985,9731,951122,113796,36,3161,running contract  OK ontrarunning contract  OK t finisherunning contract client in debt no pronlem
5125,789,951123,73056,48,1522,running contract  OK 
5805,4081,951128,137904,24,5746,running contract  OK ontrarunning contract  OK t finisherunning contract client in debt loan not payerunning contract client in debt
6185,5774,951128,31176,24,1299,running contract  OK ontrarunning contract  OK t finisherunning contract client in debt no pronlem
7243,11042,951204,217152,36,6032,running contract  OK ontrarunning contract  OK t finisherunning contract client in debt no pronlem
6403,6924,951205,194880,48,4060,running contract  OK 
6578,7765,951211,27984,12,2332,running contract  OK ontrarunning contract  OK t finisherunning contract client in debt no pronlem
5413,2227,951212,92976,24,3874,running contract  OK ontrarunning contract  OK t finisherunning contract client in debt no pronlem
6949,9583,951212,104712,24,4363,running contract  OK ontrarunning contract  OK t finisherunning contract client in debt no pronlem
6545,7606,951212,191880,60,3198,running contract  OK 
6178,5742,951216,232560,48,4845,running contract  OK 
5160,1011,951218,204000,60,3400,running contract  OK 
6785,8899,951225,125340,60,2089,running contract  OK 
6540,7562,951231,309600,48,6450,running contract  OK 
6589,7815,960101,189696,24,7904,running contract  OK ontrarunning contract  OK t finisherunning contract client in debt no pronlem
5900,4503,960101,135360,48,2820,running contract  OK 
5999,4907,960103,98832,48,2059,running contract  OK 
6043,5126,960111,20352,48,424,running contract  OK 
5482,2496,960112,165120,60,2752,running contract  OK 
7263,11138,960119,89880,24,3745,running contract  OK ontrarunning contract  OK t finisherunning contract client in debt no pronlem
6013,4995,960203,128988,36,3583,running contract client in debt
5750,3804,960208,63252,12,5271,running contract  OK ontrarunning contract  OK t finisherunning contract client in debt no pronlem
6027,5066,960210,61656,24,2569,running contract  OK ontrarunning contract  OK t finisherunning contract client in debt loan not payerunning contract client in debt
6303,6400,960212,72408,24,3017,running contract  OK ontrarunning contract  OK t finisherunning contract client in debt loan not payerunning contract client in debt
7213,10884,960213,113544,36,3154,running contract  OK 
6659,8092,960220,56100,60,935,running contract  OK 
6175,5735,960221,290700,60,4845,running contract client in debt
5610,3112,960224,123216,48,2567,running contract  OK 
5563,2912,960229,380160,60,6336,running contract  OK 
5989,4852,960304,213300,36,5925,running contract  OK 
6698,8327,960310,247728,48,5161,running contract  OK 
5312,1772,960313,202788,36,5633,running contract  OK 
7189,10728,960321,154656,48,3222,running contract  OK 
6816,9017,960326,100224,48,2088,running contract client in debt
6137,5574,960410,44628,12,3719,running contract  OK ontrarunning contract  OK t finisherunning contract client in debt no pronlem
5128,808,960411,215616,48,4492,running contract client in debt
5470,2456,960415,200976,48,4187,running contract  OK 
5593,3037,960418,277884,36,7719,running contract client in debt
5350,1967,960421,249312,48,5194,running contract  OK 
6063,5213,960425,320976,48,6687,running contract client in debt
6501,7418,960429,30276,12,2523,running contract  OK ontrarunning contract  OK t finisherunning contract client in debt loan not payerunning contract client in debt
5452,2352,960429,49440,60,824,running contract  OK 
4961,19,960429,30276,12,2523,running contract  OK ontrarunning contract  OK t finisherunning contract client in debt loan not payerunning contract client in debt
4973,67,960502,165960,24,6915,running contract  OK ontrarunning contract  OK t finisherunning contract client in debt no pronlem
6190,5794,960506,123600,60,2060,running contract  OK 
6715,8411,960506,220620,60,3677,running contract  OK 
5892,4462,960514,66480,24,2770,running contract  OK ontrarunning contract  OK t finisherunning contract client in debt loan not payerunning contract client in debt
6550,7614,960518,320592,48,6679,running contract  OK 
5706,3608,960524,161496,36,4486,running contract  OK 
5148,940,960529,284280,60,4738,running contract  OK 
6734,8547,960530,173016,36,4806,running contract  OK 
6109,5422,960603,368880,60,6148,running contract  OK 
6961,9645,960606,176148,36,4893,running contract  OK 
6810,9006,960608,186384,48,3883,running contract  OK 
5494,2572,960613,360000,48,7500,running contract  OK 
5311,1766,960615,30060,60,501,running contract  OK 
5445,2322,960629,46320,24,1930,running contract  OK ontrarunning contract  OK t finisherunning contract client in debt no pronlem
5301,1698,960706,141948,36,3943,running contract  OK 
7034,10001,960711,19044,36,529,running contract  OK 
6751,8680,960714,85716,36,2381,running contract  OK 
6667,8127,960715,155880,24,6495,running contract  OK ontrarunning contract  OK t finisherunning contract client in debt no pronlem
6130,5541,960718,32640,48,680,running contract  OK 
5429,2268,960718,20196,36,561,running contract  OK 
5725,3679,960723,444864,48,9268,running contract  OK 
6019,5033,960725,11400,12,950,running contract  OK ontrarunning contract  OK t finisherunning contract client in debt no pronlem
6421,6985,960725,96768,36,2688,running contract  OK 
6992,9790,960727,133968,48,2791,running contract  OK 
5136,846,960728,187104,24,7796,running contract  OK ontrarunning contract  OK t finisherunning contract client in debt no pronlem
5337,1886,960731,162468,36,4513,running contract  OK 
5495,2580,960802,89340,60,1489,running contract  OK 
7013,9928,960802,89340,60,1489,running contract  OK 
6012,4994,960803,258444,36,7179,running contract  OK 
6471,7184,960804,155640,24,6485,running contract  OK ontrarunning contract  OK t finisherunning contract client in debt no pronlem
6296,6358,960806,270384,48,5633,running contract  OK 
7305,11359,960806,54024,12,4502,running contract  OK ontrarunning contract  OK t finisherunning contract client in debt no pronlem
6144,5593,960809,44376,12,3698,running contract  OK ontrarunning contract  OK t finisherunning contract client in debt no pronlem
6283,6289,960811,85632,48,1784,running contract  OK 
7246,11054,960820,148920,60,2482,running contract  OK 
5088,544,960822,91152,24,3798,running contract  OK ontrarunning contract  OK t finisherunning contract client in debt no pronlem
5988,4851,960822,141648,24,5902,running contract  OK ontrarunning contract  OK t finisherunning contract client in debt no pronlem
5282,1583,960824,388512,48,8094,running contract client in debt
5938,4650,960825,402000,60,6700,running contract  OK 
5606,3084,960828,253512,36,7042,running contract client in debt
5385,2143,960909,71460,36,1985,running contract  OK 
6865,9199,960911,29448,12,2454,running contract  OK ontrarunning contract  OK t finisherunning contract client in debt loan not payerunning contract client in debt
5586,2994,960914,48744,36,1354,running contract  OK 
6302,6397,960916,181020,60,3017,running contract  OK 
7194,10762,960917,68832,36,1912,running contract  OK 
6461,7136,960919,74124,36,2059,running contract  OK 
6732,8533,960919,174048,48,3626,running contract  OK 
6613,7926,960922,84120,24,3505,running contract  OK ontrarunning contract  OK t finisherunning contract client in debt no pronlem
7036,10019,960925,194940,36,5415,running contract  OK 
5897,4476,960925,15192,24,633,running contract  OK ontrarunning contract  OK t finisherunning contract client in debt no pronlem
6995,9814,960926,96168,12,8014,running contract  OK ontrarunning contract  OK t finisherunning contract client in debt no pronlem
5415,2236,960926,139464,36,3874,running contract client in debt
7136,10436,960928,54396,36,1511,running contract  OK 
7271,11186,961002,392460,60,6541,running contract  OK 
5375,2106,961003,101520,12,8460,running contract  OK ontrarunning contract  OK t finisherunning contract client in debt no pronlem
5635,3230,961004,77184,36,2144,running contract  OK 
6817,9024,961004,70656,48,1472,running contract  OK 
5923,4585,961010,64656,48,1347,running contract  OK 
5329,1862,961016,396120,60,6602,running contract  OK 
6644,8039,961020,93600,24,3900,running contract  OK ontrarunning contract  OK t finisherunning contract client in debt no pronlem
6354,6688,961023,22968,36,638,running contract  OK 
5082,501,961024,262980,60,4383,running contract  OK 
6585,7795,961029,372120,60,6202,running contract  OK 
6921,9422,961029,86184,12,7182,running contract  OK ontrarunning contract  OK t finisherunning contract client in debt no pronlem
5366,2062,961029,86184,12,7182,running contract  OK ontrarunning contract  OK t finisherunning contract client in debt no pronlem
5886,4447,961031,192744,36,5354,running contract  OK 
5741,3754,961103,68544,24,2856,running contract  OK ontrarunning contract  OK t finisherunning contract client in debt no pronlem
4996,132,961106,88440,12,7370,running contract  OK ontrarunning contract  OK t finisherunning contract client in debt no pronlem
6015,5001,961109,110112,24,4588,running contract  OK ontrarunning contract  OK t finisherunning contract client in debt no pronlem
6309,6434,961111,110136,24,4589,running contract  OK ontrarunning contract  OK t finisherunning contract client in debt no pronlem
6073,5263,961112,276300,60,4605,running contract  OK 
6006,4948,961115,359760,60,5996,running contract  OK 
5611,3115,961115,321180,60,5353,running contract  OK 
6944,9548,961115,46176,48,962,running contract  OK 
7101,10297,961118,421008,48,8771,running contract  OK 
6599,7859,961119,72120,12,6010,running contract  OK ontrarunning contract  OK t finisherunning contract client in debt no pronlem
6940,9510,961122,228276,36,6341,running contract  OK 
5209,1250,961125,182640,48,3805,running contract  OK 
5388,2153,961128,61560,12,5130,running contract  OK ontrarunning contract  OK t finisherunning contract client in debt no pronlem
6011,4981,961128,179328,48,3736,running contract  OK 
5591,3021,961204,155616,48,3242,running contract  OK 
7154,10520,961205,417600,60,6960,running contract  OK 
7130,10411,961211,123408,24,5142,running contract  OK ontrarunning contract  OK t finisherunning contract client in debt no pronlem
6818,9030,961212,155616,48,3242,running contract  OK 
5625,3189,961215,222180,60,3703,running contract client in debt
6805,8972,961221,45024,48,938,running contract  OK 
7233,10963,961225,115812,36,3217,running contract  OK 
7308,11362,961227,129408,24,5392,running contract  OK ontrarunning contract  OK t finisherunning contract client in debt no pronlem
5895,4473,970103,93960,60,1566,running contract  OK 
7122,10365,970104,260640,36,7240,running contract client in debt
6173,5724,970108,232560,48,4845,running contract  OK 
6142,5591,970121,221880,60,3698,running contract  OK 
5358,2018,970121,38520,12,3210,running contract  OK ontrarunning contract  OK t finisherunning contract client in debt no pronlem
6095,5358,970124,68340,60,1139,running contract  OK 
6878,9242,970124,23184,12,1932,running contract  OK ontrarunning contract  OK t finisherunning contract client in debt no pronlem
6554,7637,970129,390096,48,8127,running contract  OK 
6793,8931,970130,186300,60,3105,running contract  OK 
7286,11271,970131,67320,36,1870,running contract  OK 
6076,5269,970202,117420,60,1957,running contract  OK 
