client_id,birth_date,gender,district_id
136,1949-03-26,Female,55
137,1947-09-14,Female,60
138,2000-12-21,Male,54
139,1987-09-25,Male,8
140,1985-06-06,Female,8
141,1949-11-02,Female,31
142,1961-06-21,Male,68
143,2002-07-09,Male,27
144,1982-12-06,Female,65
145,2002-02-14,Female,55
146,1990-02-19,Male,31
147,1962-01-02,Female,21
148,1964-12-25,Male,21
149,1972-06-27,Male,55
150,2008-11-27,Male,2
151,1999-11-23,Male,51
152,1974-02-02,Female,29
153,2009-04-12,Female,13
154,1957-08-27,Male,74
155,1967-05-13,Male,74
156,1958-09-22,Female,54
157,1971-09-09,Male,52
158,1973-09-03,Male,40
159,1962-09-10,Female,40
160,1970-06-26,Female,64
161,1971-12-07,Male,34
162,1965-10-17,Male,65
163,1957-06-12,Female,74
164,1990-06-04,Female,70
165,1992-11-08,Female,22
166,1989-12-22,Female,22
167,2006-06-18,Female,38
168,2005-01-05,Male,24
169,1977-09-12,Female,38
170,1974-08-16,Female,38
171,1953-06-25,Male,51
172,1963-12-05,Male,51
173,1947-02-08,Female,21
174,2002-11-10,Female,10
175,1984-07-13,Male,31
176,1953-03-11,Male,4
178,1984-12-22,Female,8
179,2004-12-29,Male,43
180,2006-01-19,Male,73
181,1991-07-06,Female,76
182,1987-09-13,Male,76
183,2006-05-19,Male,1
184,1996-06-05,Male,1
185,1978-05-30,Female,77
186,1989-04-22,Female,46
187,1966-08-23,Male,58
188,1984-09-02,Female,64
189,1943-08-10,Female,11
190,1975-12-31,Male,37
191,1978-09-03,Male,37
192,1995-02-28,Female,70
193,1986-05-01,Male,1
194,1953-02-20,Female,28
195,1943-11-18,Female,74
196,1955-08-25,Male,74
197,1957-04-25,Male,30
198,2000-07-14,Female,60
199,1947-06-21,Male,29
200,1956-03-13,Male,29
201,1958-10-19,Male,17
202,2005-01-21,Male,29
203,1986-06-10,Female,31
204,1995-08-17,Male,31
205,1970-08-15,Male,4
206,1991-06-13,Male,59
207,1956-05-20,Female,46
208,1968-08-25,Male,13
209,1959-08-20,Female,13
210,1963-11-30,Female,66
211,1973-08-28,Female,66
212,1999-02-10,Female,52
215,1991-09-24,Female,71
216,1984-01-30,Female,1
217,2003-02-22,Female,59
218,2008-03-23,Male,1
219,1992-06-02,Female,60
221,2005-04-25,Male,21
222,2000-08-29,Male,47
223,1980-04-27,Male,43
224,1979-05-11,Male,77
225,1960-05-10,Female,32
226,1966-06-16,Female,1
227,1955-02-18,Female,52
228,1984-05-16,Female,48
229,1993-07-22,Female,76
230,1995-05-10,Female,74
231,1965-02-18,Female,41
232,1949-08-17,Male,55
233,1987-02-03,Male,69
234,1979-06-21,Male,69
235,1971-10-28,Female,44
236,1985-09-01,Male,70
237,1997-04-22,Female,70
238,1990-01-28,Female,6
239,2002-11-10,Female,1
240,1957-08-17,Male,34
241,1983-01-23,Male,70
242,1989-10-01,Male,17
243,1978-02-10,Female,63
246,1999-02-28,Female,67
247,1981-05-08,Female,1
248,1998-02-12,Female,61
249,1994-05-05,Male,61
250,2008-01-25,Male,8
251,2004-05-03,Male,54
252,1997-11-01,Male,37
253,1975-07-12,Female,48
254,1987-05-30,Female,28
255,1979-12-11,Male,27
256,1991-04-27,Male,73
257,1971-01-04,Female,22
258,1961-05-31,Male,22
259,1990-06-08,Female,31
260,1990-04-24,Female,31
261,1966-02-07,Male,38
262,1969-11-25,Male,77
263,1986-05-20,Female,68
264,2002-08-22,Female,28
265,1961-03-07,Male,72
266,1995-10-28,Female,19
267,1991-06-12,Female,37
268,2010-07-02,Female,39
269,1952-02-03,Male,15
270,1971-03-08,Female,46
271,1973-09-27,Male,46
272,1972-12-25,Male,70
273,2000-07-15,Male,27
274,1999-01-25,Male,17
275,1947-01-12,Female,1
276,1981-06-11,Male,1
277,1990-01-28,Female,1
278,2001-02-27,Male,22
279,1994-05-16,Female,22
280,1998-02-18,Female,45
282,1966-04-24,Female,73
283,1957-11-04,Female,73
284,1998-08-06,Female,10
285,1978-06-03,Male,72
286,1980-06-18,Female,72
287,2004-09-09,Male,50
288,1986-04-21,Male,6
289,1982-03-27,Male,54
290,1983-01-12,Female,72
291,1983-06-27,Male,72
292,1986-11-06,Female,15
293,1967-09-27,Male,69
294,1992-03-21,Male,58
295,1963-03-27,Male,12
296,1998-03-01,Male,65
297,1952-05-15,Male,65
298,1945-06-13,Male,65
300,1985-09-30,Female,1
301,1966-01-10,Female,28
302,1995-02-23,Male,56
303,1970-05-06,Female,74
304,1962-05-11,Male,19
305,1962-06-08,Female,46
308,2004-08-12,Female,68
309,1998-02-14,Female,37
310,1974-04-16,Female,11
311,1958-11-16,Female,64
312,1948-07-03,Male,2
313,1970-07-11,Male,24
314,1969-03-22,Female,24
315,1991-05-01,Male,54
316,1979-04-28,Female,75
317,1985-12-06,Female,64
318,1971-06-02,Female,15
319,1957-06-04,Female,19
320,1958-11-12,Female,19
321,1971-12-24,Female,47
322,1957-02-01,Male,38
323,1966-06-04,Female,38
324,1984-12-03,Male,3
325,1984-02-21,Male,3
326,1995-11-18,Female,27
327,1992-10-13,Male,27
328,1946-03-24,Female,1
329,1988-12-03,Male,11
330,1972-10-05,Male,65
331,1966-03-02,Female,1
332,2002-07-25,Male,29
333,1995-10-19,Male,38
334,1993-10-31,Male,32
335,1995-09-22,Female,73
336,1992-04-11,Male,39
337,1981-05-08,Female,39
338,1979-08-19,Male,8
339,1990-07-30,Female,1
340,1998-10-19,Male,1
341,2001-03-16,Female,69
342,2000-08-30,Female,69
343,1943-11-19,Male,44
344,1991-09-16,Female,54
345,1977-12-07,Male,17
346,1989-01-02,Female,17
347,1983-12-13,Male,71
348,1981-03-24,Female,71
349,1955-07-27,Male,39
350,1953-06-02,Female,25
351,1997-05-01,Male,1
352,1964-08-27,Male,56
353,1989-10-26,Female,7
354,1950-06-27,Male,49
355,1954-05-31,Male,49
356,2008-02-07,Male,1
357,2003-03-30,Female,1
358,1987-08-26,Female,7
359,1994-02-16,Female,66
360,1967-04-27,Male,49
361,2005-07-25,Male,74
362,1978-06-27,Male,35
363,1966-07-01,Male,35
364,1971-02-05,Male,54
365,1954-01-09,Male,1
366,1965-01-10,Female,1
367,1991-11-03,Male,60
368,1992-10-14,Female,60
369,1959-01-06,Female,7
370,1984-03-05,Male,71
371,1966-07-16,Female,4
372,1956-04-03,Male,34
373,1960-02-28,Female,16
374,1991-06-14,Female,26
375,1997-11-29,Male,61
376,2001-03-08,Female,14
378,2002-05-15,Male,50
379,2011-12-13,Male,50
380,1997-01-19,Male,41
381,2005-03-26,Female,73
382,2002-06-30,Female,73
383,1967-07-17,Male,15
384,1959-10-08,Female,15
385,1972-03-24,Female,45
386,2004-08-21,Male,62
387,1951-06-06,Female,76
388,1978-12-30,Female,36
389,2002-08-30,Female,47
390,2005-03-27,Male,47
391,1961-07-22,Female,47
392,1978-06-01,Male,74
393,1980-08-31,Male,74
394,1952-07-18,Female,52
395,1943-07-05,Male,52
396,1944-05-02,Female,1
397,1954-03-27,Male,75
398,1953-05-26,Female,61
399,1976-04-14,Female,45
400,1957-12-27,Male,1
401,1957-01-19,Male,1
402,1967-12-25,Male,3
403,2001-07-26,Female,42
404,1991-04-20,Female,42
405,1962-12-19,Male,65
406,2001-05-15,Male,36
407,2003-07-27,Male,73
408,2006-04-22,Female,35
409,1949-06-18,Female,74
410,1986-12-20,Female,62
411,1969-06-14,Female,17
412,1968-04-17,Male,17
413,2001-01-18,Female,49
414,1975-12-19,Male,46
415,1969-04-01,Male,46
416,1960-12-07,Male,1
417,1954-06-10,Female,1
418,1990-10-13,Male,28
419,1998-12-07,Male,64
420,2002-03-13,Male,18
421,1989-07-31,Male,54
422,1970-12-07,Male,69
423,1981-06-23,Male,37
424,1971-10-08,Female,1
425,1972-02-12,Female,25
426,1961-06-01,Male,72
427,1969-11-14,Female,72
428,1948-01-16,Female,47
429,2009-03-20,Female,50
430,1944-07-28,Female,39
431,1955-12-01,Male,24
432,1980-05-26,Female,59
433,1979-02-07,Male,62
434,1971-03-30,Female,70
435,1991-10-23,Male,20
436,1979-06-15,Male,2
437,1948-03-17,Male,11
438,1962-09-28,Female,32
439,1996-11-12,Female,51
440,1998-09-07,Male,15
441,1983-09-14,Female,1
442,2000-02-16,Female,1
443,1995-12-20,Female,1
444,1988-10-01,Male,74
445,1975-06-27,Male,1
446,1976-03-19,Male,1
447,1970-09-04,Female,23
448,1998-10-15,Male,77
450,1977-11-27,Male,25
451,2003-04-14,Female,12
452,1981-12-22,Female,55
453,1993-07-16,Female,67
454,1977-08-15,Male,38
455,1944-07-26,Female,68
456,1964-02-28,Female,25
457,1974-09-26,Female,70
458,1985-07-24,Female,68
459,1995-09-23,Male,32
461,1998-10-13,Male,68
462,1994-12-21,Male,14
463,1968-04-05,Male,38
464,1987-09-30,Female,24
465,1976-09-01,Male,5
466,1976-01-19,Male,1
467,1974-04-17,Male,1
468,1983-04-27,Male,72
469,1998-12-13,Male,59
470,1982-06-21,Male,30
471,2001-01-11,Male,44
472,2005-12-27,Male,36
473,1967-11-25,Male,1
474,1973-05-31,Male,46
476,1975-08-01,Male,1
477,1978-07-20,Female,1
478,2002-06-21,Male,21
479,1971-08-20,Female,11
480,1974-03-24,Female,11
481,1951-01-22,Female,69
482,1962-03-22,Female,69
483,1968-06-19,Male,1
484,1987-11-13,Male,28
485,2002-05-16,Female,32
486,1968-04-12,Female,68
487,1950-06-01,Male,1
488,1941-08-02,Female,1
489,1964-10-07,Male,41
490,1974-10-23,Male,55
491,1990-08-05,Male,63
492,1959-10-26,Female,72
493,1970-08-04,Female,41
494,2004-05-19,Male,1
495,1965-06-07,Male,49
496,1979-07-21,Male,70
497,1977-02-02,Female,74
498,1976-03-15,Male,74
499,1963-09-08,Female,18
500,1995-01-06,Female,1
501,1961-10-28,Female,62
502,1943-12-08,Female,6
503,1983-07-24,Female,73
504,2003-08-01,Male,36
505,2001-12-21,Male,13
506,1970-08-16,Female,75
507,1978-11-16,Female,75
508,1995-04-28,Female,53
509,2004-05-02,Female,73
510,2000-04-15,Male,12
511,1983-02-18,Female,9
512,1993-10-03,Male,60
513,2002-03-11,Male,8
514,1992-11-15,Male,8
515,1956-05-26,Female,1
516,1958-06-27,Male,1
517,1989-07-25,Male,63
518,2007-06-28,Female,54
519,2004-04-13,Male,18
520,1975-11-27,Male,46
521,1999-12-25,Male,69
522,1984-05-04,Female,1
523,1946-12-17,Male,38
524,1991-03-02,Female,30
525,1993-08-14,Female,30
526,1988-02-01,Male,43
527,1994-10-18,Female,43
528,2001-02-11,Male,37
529,2002-11-05,Male,69
530,1985-11-27,Male,29
531,2000-10-04,Female,27
532,2008-11-03,Male,27
533,1969-07-19,Male,54
534,1981-07-22,Female,74
535,1961-09-09,Male,26
536,1963-08-25,Male,47
537,1959-01-16,Female,1
538,1976-07-10,Female,5
540,1945-07-28,Female,19
541,1955-05-09,Male,19
542,1949-04-09,Male,59
543,1986-06-15,Male,11
544,1972-11-16,Female,63
545,2001-12-11,Male,75
546,1977-08-25,Male,7
547,1973-03-31,Male,54
548,1961-12-04,Female,49
550,1985-11-30,Female,7
551,2004-09-05,Male,47
552,1962-07-08,Female,1
553,1965-04-07,Male,1
554,1953-06-19,Male,30
555,1950-10-21,Male,30
556,1970-07-08,Female,29
557,1963-07-17,Male,51
558,1948-09-05,Male,43
559,2000-11-05,Male,32
560,1996-02-16,Female,71
561,1991-01-10,Female,74
562,2003-11-22,Female,49
563,1989-11-09,Male,72
564,1979-01-24,Female,72
565,1987-09-03,Male,64
566,1974-05-05,Male,47
567,1974-05-02,Female,47
568,1988-09-19,Male,8
569,1986-06-15,Male,73
570,1969-03-31,Male,61
571,1948-09-27,Male,3
572,1948-10-04,Female,3
573,1991-08-10,Female,69
574,1996-12-25,Male,1
575,1994-04-04,Female,58
576,2002-07-12,Female,58
577,1992-02-05,Male,1
578,2005-09-07,Male,23
579,1961-07-31,Male,72
581,1977-04-04,Female,70
582,1974-09-26,Female,1
583,1993-03-01,Male,75
584,2004-07-13,Male,33
585,1970-04-21,Male,40
586,1971-11-03,Male,40
587,1973-09-08,Female,25
588,1988-12-20,Female,61
589,1985-09-17,Male,45
590,1973-02-15,Male,44
591,2002-12-29,Male,65
592,1989-07-18,Female,26
593,1982-09-10,Female,60
596,1972-10-24,Female,69
597,1967-02-22,Female,55
598,1994-12-31,Male,1
599,2005-07-18,Female,1
601,1990-03-12,Female,56
602,1993-03-16,Female,56
603,1994-05-09,Male,13
604,1993-10-01,Male,1
605,1998-10-27,Male,1
606,1977-03-25,Male,10
607,1988-03-30,Female,64
608,1996-08-31,Male,67
609,1986-09-02,Female,52
610,2007-10-10,Female,74
611,1976-10-13,Male,36
612,1989-01-10,Female,36
613,2005-10-10,Female,1
614,1975-04-03,Male,14
615,1977-11-13,Male,68
616,1999-01-01,Male,58
617,1998-03-14,Female,70
618,1960-05-16,Female,57
619,1944-09-07,Male,6
620,1946-04-13,Male,6
621,1963-03-17,Male,54
622,1960-01-23,Male,74
623,1949-09-04,Female,24
624,1960-09-26,Female,24
625,2007-01-24,Female,60
626,2004-04-13,Male,9
627,1996-04-11,Male,17
628,1998-07-27,Male,17
629,2000-03-10,Female,16
630,1976-03-03,Male,61
631,1984-05-22,Female,70
632,1970-03-16,Female,67
633,1966-08-12,Female,67
635,1955-08-29,Male,17
636,1959-02-17,Male,17
637,1999-02-15,Male,39
638,1989-04-03,Male,54
639,2002-08-02,Female,31
640,2003-04-15,Male,26
641,1990-09-04,Female,40
642,1987-10-25,Male,40
643,1977-08-13,Male,1
644,1989-06-23,Male,35
645,1949-12-21,Male,14
646,1950-11-29,Male,34
647,1953-04-06,Female,34
648,1963-11-28,Female,70
649,2006-07-02,Female,13
651,2004-03-27,Male,54
652,1962-12-08,Female,61
653,1959-01-21,Male,1
654,1970-07-17,Male,64
655,1966-12-10,Female,32
656,1980-06-06,Female,1
657,1954-09-10,Female,8
658,1950-12-21,Male,8
659,1989-12-07,Male,24
660,1947-03-22,Female,16
661,1947-03-15,Male,16
662,1969-08-07,Male,5
663,1947-01-20,Female,24
664,2008-05-19,Male,77
665,1960-06-05,Male,62
666,2006-05-23,Male,26
667,2009-09-20,Female,26
668,1971-02-25,Male,1
669,1985-02-19,Male,12
670,1983-01-21,Male,1
671,1999-04-27,Male,10
672,1958-01-09,Male,46
673,1963-10-29,Male,36
674,1955-03-11,Male,11
675,1999-11-12,Female,50
676,1977-02-07,Male,70
677,1987-05-24,Female,5
678,1961-07-28,Female,39
679,1964-03-19,Male,8
680,1968-07-09,Male,8
681,2001-01-15,Male,15
682,2003-10-21,Male,18
683,1973-10-29,Male,76
684,2004-06-10,Female,3
685,1959-02-13,Male,72
686,1999-12-03,Male,32
687,1999-01-28,Female,32
688,1978-05-04,Female,1
689,1988-08-02,Female,70
690,1966-11-07,Male,38
691,1972-03-13,Male,38
692,1964-03-11,Male,74
693,1959-03-17,Male,74
694,1960-02-28,Female,29
695,1979-06-27,Male,28
696,1981-02-01,Male,28
697,1998-05-01,Male,1
698,1978-02-27,Male,75
699,1950-06-22,Female,26
700,1953-11-20,Female,12
702,1997-01-07,Male,31
703,1983-04-26,Female,4
704,1999-05-01,Male,54
705,1962-12-10,Female,19
706,1972-08-05,Male,1
707,1965-12-14,Female,1
708,2006-01-27,Male,50
709,1958-12-29,Male,1
710,1949-11-28,Female,23
711,1991-10-16,Female,48
712,1986-12-04,Female,54
713,2008-05-29,Male,20
714,1994-10-08,Female,31
715,1980-03-15,Male,1
716,1983-02-04,Female,1
717,1992-05-02,Female,54
718,1988-04-28,Female,54
719,1998-08-09,Male,46
720,1978-09-06,Female,29
721,1964-02-15,Male,43
722,1999-01-25,Male,62
723,1985-09-26,Female,12
724,1981-04-02,Female,65
725,1980-12-11,Male,75
726,1959-02-13,Male,16
727,1958-09-20,Female,32
728,1956-01-20,Female,32
729,1997-05-17,Male,63
730,1997-08-14,Female,63
731,2007-03-22,Female,74
732,2002-07-05,Male,74
733,2002-07-28,Female,46
734,2013-03-14,Female,46
735,1997-11-26,Female,1
736,2005-06-26,Female,1
737,1976-11-04,Female,74
738,1944-03-26,Female,25
739,1966-04-16,Female,72
740,1947-11-07,Male,55
741,1965-07-09,Male,74
742,1979-12-15,Male,1
743,1965-02-17,Male,1
744,1964-07-18,Female,26
745,1994-04-14,Female,52
746,1986-04-16,Female,52
747,1981-10-20,Female,24
748,1960-10-15,Male,25
749,1961-09-29,Male,25
750,1984-11-29,Male,70
751,1983-03-09,Male,70
752,1968-12-20,Female,72
753,1968-11-24,Female,72
754,1975-08-04,Female,63
755,1971-11-21,Male,72
756,1944-05-13,Male,31
757,1999-02-20,Female,71
758,1989-09-26,Female,68
759,1979-05-20,Female,29
760,1964-10-25,Male,57
762,1961-04-20,Female,21
763,1955-10-24,Female,75
764,1983-12-13,Male,49
765,1993-12-31,Male,65
766,1954-09-03,Male,1
767,1947-06-16,Female,1
768,1959-11-23,Male,32
769,2001-12-15,Male,40
772,1968-12-10,Female,64
773,1959-10-30,Female,4
774,1997-03-03,Male,70
775,1969-01-30,Female,51
776,1981-07-03,Male,1
777,1985-05-20,Female,1
778,1964-06-04,Female,13
779,1972-08-12,Female,69
780,1948-02-26,Female,3
781,1969-09-20,Female,72
782,1991-05-18,Female,5
783,1999-05-25,Male,27
784,1988-12-28,Female,27
785,1958-09-09,Male,63
786,2002-09-06,Female,53
787,1971-12-08,Female,3
788,1998-09-03,Male,47
789,1955-09-21,Male,4
790,1995-07-09,Male,63
791,1978-11-29,Male,68
793,2002-02-04,Female,21
794,2007-09-16,Female,21
796,1943-08-30,Female,1
797,1972-01-27,Male,8
798,1968-04-12,Female,27
799,1960-02-19,Male,27
803,1975-02-15,Male,35
804,1984-03-23,Male,35
806,2004-04-22,Female,60
807,1997-12-21,Male,53
808,1987-11-28,Female,31
809,1943-10-15,Male,49
810,1973-11-24,Female,58
811,1964-05-28,Female,58
812,1964-12-06,Female,39
813,1988-01-29,Male,70
814,1983-10-01,Male,19
815,1992-12-27,Male,22
816,1986-04-01,Male,17
818,1990-04-27,Male,54
819,1982-07-08,Female,74
820,1989-01-06,Female,74
821,1972-05-12,Female,49
822,1987-07-08,Female,37
823,1980-10-24,Female,41
824,1976-09-05,Male,27
825,2001-04-02,Female,74
826,2002-01-23,Male,1
827,1993-11-04,Female,10
828,1982-12-10,Female,10
829,1981-05-19,Male,24
830,1972-08-27,Male,69
831,1972-05-02,Female,2
832,1952-02-23,Male,67
833,1984-06-11,Male,5
834,1946-12-17,Male,54
835,1971-12-20,Female,28
836,1972-06-14,Female,28
837,1998-10-14,Female,71
838,1996-04-04,Female,71
839,1983-07-18,Female,47
840,1961-04-26,Female,20
841,2005-02-10,Female,69
842,1961-09-03,Male,12
843,1985-11-03,Male,54
844,1969-01-14,Female,22
845,1981-03-30,Female,22
846,1973-12-01,Male,35
847,2003-12-25,Male,49
849,1967-08-06,Female,26
850,1993-09-21,Male,19
851,1943-06-16,Female,25
852,1944-08-04,Female,25
853,1973-06-02,Female,70
854,1970-01-02,Female,72
855,1954-01-28,Female,58
856,1943-01-22,Female,23
857,1972-02-21,Male,32
858,1987-05-29,Male,47
859,1996-09-29,Male,1
860,1991-12-08,Female,1
861,1984-11-13,Male,1
862,1976-01-05,Male,30
863,1997-01-29,Male,54
864,1977-03-27,Male,11
865,1975-01-03,Male,11
866,2004-01-24,Female,38
870,1981-05-06,Female,70
871,1998-03-11,Male,76
872,1987-02-22,Female,35
873,1968-01-05,Male,60
874,1980-11-05,Male,14
875,1980-12-07,Male,14
876,1984-11-25,Male,1
877,1955-03-21,Male,5
878,1944-04-17,Male,5
879,1972-02-08,Female,38
880,1984-02-17,Male,49
881,2003-04-22,Female,5
882,1961-11-09,Male,70
883,1948-03-06,Female,75
884,1942-10-14,Female,75
885,1947-02-08,Female,34
886,1972-02-02,Female,34
887,2002-01-28,Female,66
888,1997-10-26,Female,28
889,2009-12-24,Female,54
890,1943-03-30,Female,77
891,1955-01-31,Male,33
892,1950-07-24,Female,42
893,1963-12-23,Male,43
894,1958-08-18,Female,75
895,1994-07-03,Male,39
896,2001-06-24,Female,36
897,2005-03-25,Male,36
898,1971-06-27,Male,38
899,1968-02-13,Male,38
900,2001-04-10,Female,73
901,1943-12-21,Male,39
902,1974-08-15,Male,23
903,1958-03-06,Female,31
904,1956-02-08,Female,1
905,1964-10-23,Male,38
906,2002-06-16,Female,65
907,1972-03-11,Male,51
908,1989-05-07,Male,51
909,1999-09-07,Male,23
910,1985-09-27,Male,1
911,1963-11-28,Female,43
912,1944-10-29,Male,76
913,1962-11-18,Female,1
914,1949-03-19,Male,1
915,1999-05-03,Male,12
916,1982-06-29,Male,3
917,2001-11-16,Female,25
918,1988-12-23,Male,26
921,1982-04-13,Male,7
922,2000-10-16,Female,22
923,2002-08-22,Female,22
924,1977-07-12,Female,1
925,1983-08-13,Male,54
926,2005-01-22,Female,1
927,1998-10-26,Female,1
928,1979-12-10,Female,66
929,1959-04-23,Male,30
930,1987-10-25,Male,68
931,1992-06-07,Male,16
932,1971-09-27,Male,3
933,2006-05-11,Male,33
934,2006-08-19,Male,33
935,1974-07-17,Male,42
936,1967-07-30,Female,42
937,1955-11-14,Female,1
938,1972-10-07,Male,59
939,1976-08-03,Male,21
940,1984-08-11,Male,53
941,1959-10-05,Male,10
942,1959-11-02,Female,12
943,1960-09-26,Female,12
944,1994-12-18,Female,39
945,2005-03-10,Female,39
946,1975-08-06,Female,54
948,1948-04-22,Female,49
949,2000-07-27,Male,3
950,1993-06-12,Female,76
951,1984-09-17,Male,76
952,1979-07-01,Male,63
953,1961-10-17,Male,25
954,1970-12-20,Female,1
955,1994-01-28,Female,57
956,1990-10-21,Male,1
957,1970-02-23,Male,56
958,1966-05-04,Female,56
959,1990-11-12,Female,11
960,1985-06-13,Male,16
961,1959-12-04,Female,15
962,1990-02-19,Male,19
963,1995-02-17,Male,64
964,1981-12-21,Male,10
965,2001-02-01,Male,13
966,2002-09-02,Female,13
967,2003-06-20,Female,76
968,1981-02-17,Male,69
970,1981-03-29,Male,36
971,1947-03-01,Male,46
972,1941-05-06,Female,46
973,1998-12-06,Female,14
974,1987-06-24,Female,14
975,1987-09-12,Female,1
976,1984-01-19,Male,16
977,1954-07-10,Female,76
978,1996-08-09,Male,56
979,1990-11-18,Female,56
980,1985-09-30,Female,40
981,1984-06-28,Female,5
984,1973-07-03,Male,20
985,1975-03-13,Male,20
986,1979-05-16,Female,74
987,1976-05-20,Female,60
988,1967-12-01,Male,40
989,1957-08-15,Male,40
990,1985-12-24,Female,71
991,1965-06-27,Male,32
992,1972-05-21,Male,19
993,1997-12-31,Male,44
994,1995-04-27,Male,36
995,2001-12-30,Female,36
996,2008-08-26,Female,1
997,1974-11-11,Male,59
998,1981-08-28,Female,59
999,1994-11-01,Male,74
1000,1985-10-27,Male,74
1001,1971-04-14,Female,44
1002,1972-05-08,Female,42
1003,1965-12-31,Male,31
1004,1981-09-25,Male,3
1006,1970-08-28,Female,46
1007,1962-01-05,Male,46
1008,1980-07-06,Female,6
1009,1990-06-27,Male,33
1010,1979-08-16,Female,33
1011,1963-07-13,Male,16
1012,1994-04-13,Male,70
1013,1997-03-12,Female,70
1014,1955-02-08,Female,1
1015,1958-03-13,Male,62
1016,1968-09-21,Male,62
1017,1971-04-12,Female,6
1018,1969-02-28,Female,53
1019,1975-02-22,Female,14
1020,2005-07-10,Female,72
1021,2001-08-05,Male,2
1022,1964-07-23,Male,31
1023,1962-12-28,Female,1
1024,1980-03-29,Male,25
1025,1988-07-08,Female,15
1026,2003-08-12,Female,57
1027,1969-01-04,Female,1
1028,1958-10-02,Female,1
1029,1982-05-16,Female,1
1030,1971-10-11,Male,1
1031,1997-02-11,Male,2
1032,1966-12-30,Female,1
1033,1961-10-14,Female,1
1034,2003-01-11,Male,52
1035,1999-05-28,Female,13
1036,2000-12-06,Female,13
1037,1994-01-01,Male,1
1038,1989-11-23,Male,69
1039,2008-12-11,Male,70
1040,1984-06-17,Male,1
1041,1985-07-05,Male,72
1042,1994-11-25,Male,17
1043,1987-11-16,Female,17
1044,1999-11-13,Male,9
1045,1976-02-24,Female,60
1046,1999-08-24,Female,1
1047,1991-09-11,Male,16
